temperature,top_p,BLEU,BERTScore,query_id
0.1,0.5,0.008029934285514143,0.8244104385375977,llama3_gen_q008
0.1,0.7,0.008238058377588661,0.8013202548027039,llama3_gen_q008
0.1,0.9,0.015237274377435219,0.8327867984771729,llama3_gen_q008
0.3,0.5,0.00836842299003867,0.8030650019645691,llama3_gen_q008
0.3,0.7,0.010612429594252008,0.8322985768318176,llama3_gen_q008
0.3,0.9,0.00901958102639337,0.8152478933334351,llama3_gen_q008
0.5,0.5,0.01026561262622003,0.8206273913383484,llama3_gen_q008
0.5,0.7,0.009856712184023866,0.8195780515670776,llama3_gen_q008
0.5,0.9,0.011022102192784641,0.8259664177894592,llama3_gen_q008
0.7,0.5,0.01269159393757865,0.8221631646156311,llama3_gen_q008
0.7,0.7,0.013472535160522863,0.8198310732841492,llama3_gen_q008
0.7,0.9,0.010451225435184846,0.8158921003341675,llama3_gen_q008
